TableID,TableName,Name,DataType,Size,Nullable,Description,IsInCSV,Scrambled
5040000,BettingMarketResult,Name,string,100,True,The generic name of this market,True,False
5040000,BettingMarketResult,TeamID,integer,32,True,The team id of the team tied to this market (if applicable),True,False
5040000,BettingMarketResult,TeamKey,string,10,True,The team key of the team tied to this market (if applicable),True,False
5040000,BettingMarketResult,PlayerID,integer,32,True,The player id of the player tied to this market (if applicable),True,False
5040000,BettingMarketResult,PlayerName,string,100,True,The name of the player tied to this market (if applicable),True,False
5040000,BettingMarketResult,BettingOutcomeResults,BettingOutcomeResult[],,True,The list of outcomes under this market with results,True,False
5040000,BettingMarketResult,IsMarketResultingSupported,bool,32,False,Indicates whether resulting is supported for this kind of BettingMarket,True,False
5041000,BettingOutcomeResult,BettingOutcomeID,integer,32,False,The unique identifier of the outcome,True,False
5041000,BettingOutcomeResult,BettingResultTypeID,integer,32,True,The BettingResultType of this outcome,True,True
5041000,BettingOutcomeResult,BettingResultType,string,100,True,The string identifier of the BettingResultType of this outcome (e.g. Won; Lost; Push; Not Resulted; Incomplete),True,True
5041000,BettingOutcomeResult,BettingOutcomeTypeID,int,32,True,The BettingOutcomeTypeID of this outcome,True,False
5041000,BettingOutcomeResult,BettingOutcomeType,string,32,True,The BettingOutcomeType of this outcome,True,False
5041000,BettingOutcomeResult,BetValue,decimal,32,True,The value that was bet in this outcome (if applicable),True,True
5041000,BettingOutcomeResult,ActualValue,decimal,32,True,The value that actually occurred in game (if applicable),True,True
5042000,BettingResultingMetadata,BettingMarketTypeId,integer,32,False,The BettingMarketTypeID of this type of market which we can result,True,False
5042000,BettingResultingMetadata,BettingBetTypeId,integer,32,False,The BettingBetTypeID of this type of market which we can result,True,False
5042000,BettingResultingMetadata,BettingPeriodTypeId,integer,32,False,The BettingPeriodTypeID of this type of market which we can result,True,False
